,0,1,2,3,4
108,,KNoList=127562/127563/127564/127565/127566/127567/127568/127569/127570/127571/127572/127573/127574/127575/127576/127577/127578/127579/127580/127581/145873/145874/145875/145876/145877/145878/145879/145880/145881/146680/146681 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
109,,KNoList=127562/127563/127564/127565/127566/127567/127568/127569/127570/127571/127572/127573/127574/127575/127576/127577/127578/127579/127580/127581/145873/145874/145875/145876/145877/145878/145879/145880/145881/146680/146681 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
110,ParamList=//SQ2F24///0/500 ,KurumaInfo=127562/2/ì˙éY/121/±ƒ◊Ω 2000 DOHC/15755/0001-0010 0337 0346 0673-0677 0338 0681/CBF-SQ2F24/0706/1504/QR20DE/2000,,,
111,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
112,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
113,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
114,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
115,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
116,KNo=113030 ,HinList=2500/2501/2502/2503/2504/5100/5100 ,MkrList=3420/3420/3420/3420/3420/3860/2290 ,parSyadaiNo=0,
117,KNo=113030 ,HinList=8130/8160/5100/5100 ,MkrList=2100/2100/3860/2290 ,parSyadaiNo=0,
118,ParamList=11931/0065////0/500 ,KurumaInfo=113030/2/ì˙éY/88/∏ÿØ ﬂ∞ 660  ﬁ›/11931/0065/LE-U71V/0310/0410/3G83/660,,,
119,ParamList='9004467555'/-1///0,,,,
120,ParamList='9004468320'/-1///0,,,,
121,ParamList='9004467568'/-1///0,,,,
122,ParamList=//SQ24F24///0/500 ,KurumaInfo=,,,
123,KNo=34134 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
124,ParamList=05527/0514////0/500 ,KurumaInfo=34134/1/ƒ÷¿/28/¿≥›¥∞Ω2000€›∏ﬁDSL/5527/0514/S-CM55/8908/9310/2C/2000,,,
125,,KNoList=134483/139508/139509/145270/145271/145272/145273/145274/145275/145276 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
126,ParamList=16710/0012////0/500 ,KurumaInfo=134483/6/¿ﬁ≤ ¬/15/—∞Ãﬁ 660 DOHC/16710/0001 0007 0012/DBA-LA100S/1012/1212/KFVE/660,,,
127,,KNoList=102274/109085/113150 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040,
128,ParamList='5320064P01'/-1///0,,,,
129,,KNoList=142849/148890/152733/157631/157027/142850/148891/152734/157632/157028/142853/148894/152737/157635/157031/142854/148895/152738/157636/157032/142859/148900/152743/157637/157037/157039/157040/142861/148902/152745/157639/142860/148901/152744/157638/157038/142862/148903/152746/157640/150540/157041/150541/157042/142847/148888/152731/157025/142848/148889/152732/157026/142851/148892/152735/157633/157029/142852/148893/152736/157634/157030/142855/148896/152739/157641/157033/157035/142857/148898/152741/157643/142856/148897/152740/157642/157034/157036/142858/148899/152742/157644 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
130,ParamList=//DA17W///0/500 ,KurumaInfo=142849/8/ΩΩﬁ∑/22/¥Ãﬁÿ® 660 DOHC ¿∞Œﬁ/18008/7802 0007/ABA-DA17W/1502/1705/R06AT/660,,,
131,ParamList='RAF2310'/-1///0,,,,
132,ParamList='MPMF1310T'/-1///0,,,,
133,ParamList='RAF2310'/-1///0,,,,
134,ParamList='RAF2310'/-1///0,,,,
135,ParamList='MPMF1310T'/52117890/ÕﬁŸƒ(∏∞◊∞)/éO¬êØÕﬁŸƒ/0,,,,
136,,KNoList=102274/109085/113150 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040,
137,ParamList=11080/0010////0/500 ,KurumaInfo=102274/8/ΩΩﬁ∑/22/¥Ãﬁÿ® ‹∫ﬁ› 660 DOHC ¿∞Œﬁ/11080/0010/GH-DA62W/0109/0210/K6AT/660,,,
138,ParamList=//S211P///0/500 ,KurumaInfo=128035/6/¿ﬁ≤ ¬/10/ ≤æﬁØƒ 660 DOHC ƒ◊Ø∏/15979/0027-0032 0067-0072 0107-0112/EBD-S211P/0712/1407/KFVE/660,,,
139,ParamList='HB003'/84745816/F ÃﬁŒﬁŸƒ/SUN(TOKAI)/0,,,,
140,,KNoList=119015/119016 ,HinList=4971/4972/4973/4974/4975/4976/4977/4978/4979 ,MkrList=2020/2020/2020/2020/2020/2020/2020/2020/2020,
141,ParamList=15161/0001////0/500 ,KurumaInfo=119015/1/ƒ÷¿/115/≥®Øº≠ 2000 DOHC/15161/0001-0004/DBA-ANE10G/0508/0904/1AZFSE/2000,,,
142,ParamList=11931/0065////0/500 ,KurumaInfo=113030/2/ì˙éY/88/∏ÿØ ﬂ∞ 660  ﬁ›/11931/0065/LE-U71V/0310/0410/3G83/660,,,
143,KNo=119074 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/... ,parSyadaiNo=0,
144,ParamList=12752/0608////0/500 ,KurumaInfo=119074/4/œ¬¿ﬁ/42/AZ‹∫ﬁ› 660 DOHC/12752/0608/DBA-MJ21S/0412/0509/K6A/660,,,
145,LCResult=lcLoggedIn,,,,
146,ResultList=engineer-5/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-75,
147,KNo=129491 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
148,ParamList=16154/0013////0/500 ,KurumaInfo=129491/2/ì˙éY/101/∑Ø∏Ω 660 ¿∞Œﬁ/16154/0013 0014 0213 0214/ABA-H59A/0811/1208/4A30T/660,,,
149,ParamList='OJ012GK'/-1///0,,,,
150,ParamList='28323KC021'/69938624/F.DSÃﬁ∞¬(OUT)/ëÂñÏDSB FBÃﬁ∞¬/0,,,,
151,KNo=136363 ,HinList=3360/3360/3360/3361/3361/3361/3362/3362/3362/3363/3363/3363/3364/3364/3364/3365/3365/3365/3366/3366/3366/3380/3380/3380/3381/3381/3381/3382/3382/3382/3383/3383/3383/3384/3384/3384/3385/3385/3385/3386/3386/3386/3880/3881/3882/3840/3841/3842/3845/3843/3844/3800/3801/3802/3800/3801/3800/3802 ,MkrList=2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2840/2840/2840/1040/1040/1040/1040/1040/1040/1040/1040/1040/2840/2840/2640/2640 ,parSyadaiNo=0,
152,KNo=136363 ,HinList=2580/2600/2620/2660/2660/2660/2660/2680/2680/2680/2680/2670/2700/2700/2700/2700/2840/2860/2880/2900/2760/2780/2800/2820 ,MkrList=2660/2660/2660/2200/4600/2660/1040/2200/4600/2660/1040/1040/2200/4600/2660/1040/2200/2200/2200/2200/4280/4280/4280/4280 ,parSyadaiNo=0,
153,KNo=136363 ,HinList=3360/3360/3360/3361/3361/3361/3362/3362/3362/3363/3363/3363/3364/3364/3364/3365/3365/3365/3366/3366/3366/3380/3380/3380/3381/3381/3381/3382/3382/3382/3383/3383/3383/3384/3384/3384/3385/3385/3385/3386/3386/3386/3880/3881/3882/3840/3841/3842/3845/3843/3844/3800/3801/3802/3800/3801/3800/3802 ,MkrList=2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2840/2840/2840/1040/1040/1040/1040/1040/1040/1040/1040/1040/2840/2840/2640/2640 ,parSyadaiNo=0,
154,ParamList=16131/3063////0/500 ,KurumaInfo=132929/7/Ω ﬁŸ/9/ª› ﬁ∞ 660 ƒ◊Ø∏/16131/3060 3062 3063/EBD-TT2/0907/1008/EN07F/660,,,
155,ParamList='S156072320'/-1///0,,,,
156,ParamList='156702320'/-1///0,,,,
157,,KNoList=124121/124122/130472/130473/118280/130368/121705/127755/124182/130533/123941/132160 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
158,ParamList=//XZU354///0/500 ,KurumaInfo=124121/1/ƒ÷¿/30/¿ﬁ≤≈ 4000 ¿ﬁ›Ãﬂ¿∞Œﬁ/15435/0005-0012/BDG-XZU354D/0610/1106/N04CTK/4000,,,
159,KNo=129491 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
160,ParamList=16154/0013////0/500 ,KurumaInfo=129491/2/ì˙éY/101/∑Ø∏Ω 660 ¿∞Œﬁ/16154/0013 0014 0213 0214/ABA-H59A/0811/1208/4A30T/660,,,
161,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
162,ResultList=Engineer-1/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=D4-5D-64-26-30-F4,
163,LCResult=lcLoggedIn,,,,
164,KNo=141041 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/... ,parSyadaiNo=0,
165,KNo=141041 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
166,KNo=141041 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
167,ParamList=17676/0015////0/500 ,KurumaInfo=141041/8/ΩΩﬁ∑/43/ Ω◊∞ 660 DOHC/17676/0015/DBA-MR31S/1401/1512/R06A/660,,,
168,ParamList=17676/0012////0/500 ,KurumaInfo=,,,
169,KNo=142433 ,HinList=6801/6802/6803/6804/6841/6841/6842/6842/6843/6844/6844 ,MkrList=3860/3860/3860/3860/3860/3870/3860/3870/3860/3860/3870 ,parSyadaiNo=0,
170,KNo=142433 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080 ,parSyadaiNo=0,
171,KNo=142433 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
172,ParamList=15738/0249////0/500 ,KurumaInfo=134074/1/ƒ÷¿/106/≥ﬁ´∏º∞ 2000 DOHC/15738/0249-0272/DBA-ZRR70W/1004/1401/3ZRFAE/2000,,,
173,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
174,LCResult=lcLoggedIn,,,,
175,KNo=137589 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
176,KNo=118830 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
177,KNo=118829 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
178,KNo=118828 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
179,KNo=118827 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
180,KNo=118826 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
181,KNo=118825 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
182,KNo=118824 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
183,KNo=118823 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
184,KNo=113049 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
185,KNo=113048 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
186,KNo=113047 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
187,KNo=113046 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
188,KNo=113045 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
189,KNo=113044 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
190,KNo=113043 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
191,KNo=113042 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
192,KNo=113041 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
193,KNo=113040 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
194,KNo=113039 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
195,KNo=113038 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
196,KNo=118834 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
197,,KNoList=113038/113039/113040/113041/113042/113043/113044/113045/113046/113047/113048/113049/118823/118824/118825/118826/118827/118828/118829/118830/137589/137590/137591/137592/137593/113050/113051/113052/113053/118831/118832/118833/118834 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
198,,KNoList=113038/113039/113040/113041/113042/113043/113044/113045/113046/113047/113048/113049/118823/118824/118825/118826/118827/118828/118829/118830/137589/137590/137591/137592/137593/113050/113051/113052/113053/118831/118832/118833/118834 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
199,,KNoList=113038/113039/113040/113041/113042/113043/113044/113045/113046/113047/113048/113049/118823/118824/118825/118826/118827/118828/118829/118830/137589/137590/137591/137592/137593/113050/113051/113052/113053/118831/118832/118833/118834 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
200,,KNoList=113038/113039/113040/113041/113042/113043/113044/113045/113046/113047/113048/113049/118823/118824/118825/118826/118827/118828/118829/118830/137589/137590/137591/137592/137593/113050/113051/113052/113053/118831/118832/118833/118834 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
201,ParamList=//U72T///0/500 ,KurumaInfo=113038/2/ì˙éY/88/∏ÿØ ﬂ∞ 660 ƒ◊Ø∏/11929/0009-0012/LE-U72T/0310/0410/3G83/660,,,
202,,KNoList=50664/58044/73743/50672/50668/50671/89996 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480,
203,,KNoList=50664/58044/73743/50672/50668/50671/89996 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480,
204,,KNoList=50664/58044/73743/50672/50668/50671/89996 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480,
205,KNo=89996 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480 ,parSyadaiNo=0,
206,ParamList=6824/0104////0/500 ,KurumaInfo=50664/8/ΩΩﬁ∑/12/ºﬁ—∆∞ 660  ﬁ› ¿∞Œﬁ/6824/0104/V-JA11V/9111/9207/F6AT/660,,,
207,,KNoList=38356/46617/38359/46618/50667/38357/84397/104393/50673/89995/58045/73742/50674/50669/89994/89997/38358/46619/50665/46620/41429/50664/58044/73743/50672/50668/50671/89996 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480,
208,ParamList=//JA11///0/500 ,KurumaInfo=38356/8/ΩΩﬁ∑/12/ºﬁ—∆∞ 660 ñy ¿∞Œﬁ/6464/0101/M-JA11C/9003/9106/F6AT/660,,,
209,KNo=129105 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/... ,parSyadaiNo=0,
210,KNo=129105 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040 ,parSyadaiNo=0,
211,ParamList=16169/0004////0/500 ,KurumaInfo=129105/8/ΩΩﬁ∑/16/‹∫ﬁ›R 660 DOHC/16169/0004/DBA-MH23S/0809/1209/K6A/660,,,
212,ParamList=16516/9000////0/500 ,KurumaInfo=,,,
213,KNo=130802 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040 ,parSyadaiNo=0,
214,ParamList=16207/0005////0/500 ,KurumaInfo=130801/2/ì˙éY/75/∑≠∞Ãﬁ 1500 DOHC/16207/0005 0029/DBA-Z12/0811/1011/HR15DE/1500,,,
215,,KNoList=143520/143522 ,HinList=6801/6802/6803/6804/6841/6841/6842/6842/6843/6844/6844 ,MkrList=3860/3860/3860/3860/3860/3870/3860/3870/3860/3860/3870,
216,,KNoList=143520/143522 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080,
217,,KNoList=143520/143522 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040,
218,,KNoList=143520/143522 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
219,ParamList=17349/0065////0/500 ,KurumaInfo=143520/3/éOïH/70/±≥ƒ◊›¿ﬁ∞ 2400/17349/0065 0073 0081/DBA-GF8W/1401/1506/4J12/2400,,,
220,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
221,LCResult=lcLoggedIn,,,,
222,LCResult=lcLoggedIn,,,,
223,LCResult=lcLoggedIn,,,,
224,,KNoList=129168/129169/129170 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
